Brand,Model_Name,Year_of_Launch,Purchase_Price_INR,Predicted_Current_Value_INR
Xiaomi,Redmi Note 10,2021,17901,2848
Motorola,Moto Edge 20,2021,12361,2979
Vivo,Vivo V20,2023,105951,46390
OnePlus,OnePlus 9,2024,34203,23160
Apple,iPhone 14,2024,76320,50810
Nokia,Nokia 6.2,2018,120215,9082
Motorola,Moto Edge 20,2020,37629,3544
Apple,iPhone 14,2020,32107,7179
Motorola,Moto G71,2021,95209,22023
Oppo,Oppo A53,2024,15953,12388
Apple,iPhone 14,2020,102214,14553
Motorola,Moto Edge 20,2020,97602,10649
Nokia,Nokia 6.2,2021,61171,11499
Xiaomi,Mi 11X,2021,110005,24143
Samsung,Galaxy S21,2019,36921,4204
Realme,Realme 9,2023,90179,39032
Samsung,Galaxy A52,2024,55388,34496
Oppo,Oppo F21,2021,13183,3280
Nokia,Nokia 5.4,2019,129707,13990
OnePlus,OnePlus 10R,2019,84620,8716
Vivo,Vivo X60,2019,82631,9144
Realme,Realme 9,2021,99066,21582
Oppo,Oppo A53,2019,25101,485
OnePlus,OnePlus 8,2020,86291,9966
Xiaomi,Redmi Note 10,2022,55509,18443
Nokia,Nokia 6.2,2020,28573,3088
Apple,iPhone 11,2021,42476,8364
Motorola,Moto G60,2022,49337,17198
Apple,iPhone 11,2020,48786,8211
Realme,Realme 9,2019,16599,3101
Realme,Realme Narzo 50,2022,104751,32484
Oppo,Oppo F21,2020,73834,10100
Vivo,Vivo Y20,2020,82345,8601
Realme,Realme 9,2018,110268,5298
Motorola,Moto G71,2019,14904,40
Xiaomi,Redmi Note 11,2024,89645,61323
Xiaomi,Redmi Note 11,2023,58026,27639
Samsung,Galaxy S21,2023,25329,12919
Samsung,Galaxy S20,2020,95459,14238
Apple,iPhone 13,2019,74095,6499
Motorola,Moto G71,2018,101827,7214
Apple,iPhone 12,2019,97699,8037
Xiaomi,Mi 11X,2023,76681,31933
Realme,Realme 9,2018,50628,1038
Vivo,Vivo Y20,2024,92871,61576
Vivo,Vivo V21,2023,128742,55293
Vivo,Vivo X60,2021,82990,14580
Oppo,Oppo A53,2019,16655,4077
OnePlus,OnePlus 10R,2018,8154,-1775
Nokia,Nokia 7.2,2020,23143,2778
Vivo,Vivo V21,2020,105924,14351
Motorola,Moto G60,2024,21950,15699
Motorola,Moto G71,2018,42786,3510
Realme,Realme 9,2019,110164,11852
Oppo,Oppo F19,2020,20282,186
Oppo,Oppo A53,2023,101993,46787
Apple,iPhone 14,2022,127041,36842
Apple,iPhone 13,2021,95455,19073
Nokia,Nokia 6.2,2018,11650,2481
Motorola,Moto Edge 20,2020,79199,13271
Xiaomi,Redmi Note 10,2023,34689,14771
Nokia,Nokia 6.2,2018,44141,4205
Realme,Realme GT,2020,7742,3267
Xiaomi,Redmi Note 11,2024,63469,40685
OnePlus,OnePlus Nord,2021,16918,3762
Oppo,Oppo F19,2020,121089,14027
Apple,iPhone 13,2018,54360,4431
Realme,Realme 8,2021,60294,15131
Realme,Realme Narzo 50,2018,129443,10092
Vivo,Vivo X60,2018,119074,10022
Realme,Realme 9,2020,114547,13245
Vivo,Vivo V21,2022,120188,38430
OnePlus,OnePlus 8,2021,78434,13260
Vivo,Vivo X60,2020,52232,5484
Motorola,Moto E40,2020,113395,15716
Realme,Realme GT,2020,36538,5290
Oppo,Oppo A53,2019,129413,12787
Apple,iPhone 12,2024,37463,26187
Apple,iPhone 11,2024,53625,35319
Nokia,Nokia 7.2,2022,129286,40500
Realme,Realme 8,2021,51305,13174
Vivo,Vivo V21,2024,29179,18006
OnePlus,OnePlus 10R,2020,18176,1137
Realme,Realme GT,2021,20201,1612
Nokia,Nokia G20,2019,54956,4318
Oppo,Oppo A53,2023,103517,46517
Motorola,Moto E40,2020,76673,13355
Motorola,Moto E40,2020,100594,11917
Apple,iPhone 12,2018,44905,2983
Xiaomi,Redmi Note 10,2020,37624,5036
Motorola,Moto E40,2022,82784,26495
Xiaomi,Redmi Note 10,2019,21781,-584
Oppo,Oppo F21,2018,105463,8633
Motorola,Moto G60,2022,128060,40568
Apple,iPhone 11,2019,116413,11789
Samsung,Galaxy S22,2023,68822,28569
OnePlus,OnePlus Nord,2020,39693,5423
OnePlus,OnePlus 8,2024,76958,50193
Samsung,Galaxy S21,2019,77504,6900
OnePlus,OnePlus 8,2023,109813,50014
Realme,Realme 8,2019,75867,5043
Realme,Realme GT,2022,53727,15679
OnePlus,OnePlus 8,2023,121675,53021
Apple,iPhone 12,2022,119344,35602
OnePlus,OnePlus 9,2021,93134,19301
Vivo,Vivo V20,2024,104129,69330
Oppo,Oppo F19,2020,98638,14510
OnePlus,OnePlus 10R,2018,94570,4260
Motorola,Moto E40,2024,129855,87646
Realme,Realme Narzo 50,2022,21360,3695
Motorola,Moto G71,2019,113671,9026
Motorola,Moto Edge 20,2024,54958,37668
Nokia,Nokia G20,2020,65124,6082
Realme,Realme GT,2021,28135,6425
Realme,Realme 8,2019,127227,11721
Xiaomi,Mi 10,2024,82891,52962
Vivo,Vivo V20,2024,120355,82138
Apple,iPhone 13,2024,72895,49288
Apple,iPhone 12,2021,47809,9512
OnePlus,OnePlus 10R,2024,49149,33287
OnePlus,OnePlus Nord,2018,117938,8030
Oppo,Oppo F19,2024,42274,29043
Samsung,Galaxy A52,2020,106020,15897
Motorola,Moto G71,2020,85413,13841
Xiaomi,Mi 11X,2021,85948,17561
Vivo,Vivo V21,2024,81614,57596
Samsung,Galaxy S20,2019,100153,9206
Xiaomi,Mi 10,2018,42552,1801
OnePlus,OnePlus Nord,2018,38437,3946
Motorola,Moto G60,2019,51182,4038
Nokia,Nokia G20,2020,73339,7066
OnePlus,OnePlus Nord,2024,56604,38547
Xiaomi,Mi 11X,2021,85164,17710
Apple,iPhone 12,2021,97439,19688
Xiaomi,Mi 11X,2022,12652,6529
Motorola,Moto Edge 20,2021,30709,5289
Realme,Realme 9,2018,110117,5610
Realme,Realme GT,2020,12592,4571
Motorola,Moto G71,2019,91414,6308
Realme,Realme GT,2018,15061,1285
Nokia,Nokia G20,2019,110030,12928
OnePlus,OnePlus 8,2023,86465,38533
Samsung,Galaxy A52,2019,77080,8628
Samsung,Galaxy S22,2021,42672,6330
Samsung,Galaxy S22,2023,80687,36986
Vivo,Vivo Y20,2024,76728,52967
Xiaomi,Mi 10,2023,129478,58049
Nokia,Nokia 7.2,2024,52494,38043
Nokia,Nokia 6.2,2019,117375,7729
Vivo,Vivo Y20,2021,98423,17164
Samsung,Galaxy S22,2020,63133,8501
Vivo,Vivo X60,2023,19519,6613
Realme,Realme Narzo 50,2019,89655,6900
Nokia,Nokia G20,2021,123270,23295
Samsung,Galaxy S22,2024,48437,35306
Xiaomi,Mi 10,2021,75477,16475
Realme,Realme 8,2020,104826,14785
Apple,iPhone 11,2023,79970,35843
Motorola,Moto Edge 20,2023,129882,59080
Motorola,Moto Edge 20,2018,22823,3357
Motorola,Moto G71,2024,95078,64012
Xiaomi,Mi 11X,2023,8104,2457
Nokia,Nokia 5.4,2020,41850,7198
Nokia,Nokia 6.2,2019,20711,722
Motorola,Moto G71,2024,75426,51419
Realme,Realme 9,2022,46610,12635
Xiaomi,Mi 10,2023,33385,14718
Motorola,Moto G71,2022,100954,33453
Vivo,Vivo X60,2020,33099,4060
Oppo,Oppo Reno 6,2023,36313,18922
OnePlus,OnePlus 9,2022,34721,8559
Xiaomi,Redmi Note 11,2019,71446,8801
OnePlus,OnePlus 9,2018,25585,1815
Vivo,Vivo Y20,2019,33475,5485
Xiaomi,Mi 10,2019,121770,9810
Nokia,Nokia 7.2,2024,70118,49898
Nokia,Nokia 5.4,2024,15926,9072
Xiaomi,Mi 11X,2019,35477,4151
Xiaomi,Mi 10,2022,103528,28419
OnePlus,OnePlus 10R,2020,57945,5357
OnePlus,OnePlus Nord,2022,91567,28714
Oppo,Oppo F19,2023,8003,1603
Motorola,Moto Edge 20,2023,120368,54779
Vivo,Vivo Y20,2022,120665,37168
Oppo,Oppo A53,2022,16372,2482
Nokia,Nokia 6.2,2021,29389,3574
Samsung,Galaxy S21,2018,45136,3109
Oppo,Oppo A53,2019,21290,1780
Realme,Realme 8,2023,128701,59573
Samsung,Galaxy A52,2019,33032,4226
Realme,Realme Narzo 50,2022,35298,10694
Motorola,Moto G71,2019,60940,3862
Xiaomi,Mi 10,2019,18911,-261
Samsung,Galaxy S22,2021,32870,9164
Motorola,Moto Edge 20,2019,58311,5489
Xiaomi,Redmi Note 10,2021,67040,16211
Samsung,Galaxy A52,2024,124243,81743
Oppo,Oppo Reno 6,2020,106335,16617
Vivo,Vivo V21,2022,40894,11093
Realme,Realme GT,2021,97296,19047
Nokia,Nokia 7.2,2019,126889,11121
OnePlus,OnePlus 10R,2022,103558,32627
Xiaomi,Redmi Note 10,2019,104006,11140
OnePlus,OnePlus 9,2024,14451,7000
OnePlus,OnePlus Nord,2019,125726,9846
Realme,Realme GT,2020,94438,12614
Nokia,Nokia G20,2019,49209,4311
Realme,Realme Narzo 50,2018,19759,393
Vivo,Vivo Y20,2023,7720,2296
Samsung,Galaxy A52,2024,123496,80546
Realme,Realme Narzo 50,2022,62462,17237
Apple,iPhone 12,2024,65351,43201
Realme,Realme Narzo 50,2018,87829,7101
OnePlus,OnePlus 8,2021,42489,7099
Apple,iPhone 14,2023,128471,59716
Apple,iPhone 13,2020,20426,5155
Nokia,Nokia 7.2,2023,114582,50823
Apple,iPhone 14,2018,58586,596
Motorola,Moto E40,2023,34566,13475
Samsung,Galaxy S21,2024,100356,66366
Nokia,Nokia 5.4,2022,86688,29126
Xiaomi,Mi 10,2019,45288,3213
Motorola,Moto Edge 20,2018,51268,981
Samsung,Galaxy S21,2020,81687,13974
Oppo,Oppo Reno 6,2018,66160,5171
Xiaomi,Mi 11X,2020,8881,2882
Samsung,Galaxy S20,2020,11409,-690
OnePlus,OnePlus 10R,2020,120468,18073
Xiaomi,Mi 11X,2023,12527,6273
Oppo,Oppo A53,2023,73733,30746
Nokia,Nokia 6.2,2022,69014,20254
Apple,iPhone 14,2024,105478,70548
Apple,iPhone 14,2022,24124,8331
Vivo,Vivo X60,2018,19030,-884
Apple,iPhone 12,2019,100636,8094
Xiaomi,Mi 10,2019,33949,3367
OnePlus,OnePlus Nord,2022,128212,39441
Realme,Realme Narzo 50,2018,10894,382
Vivo,Vivo Y20,2020,125049,16189
Samsung,Galaxy S21,2019,52619,7694
Xiaomi,Mi 11X,2020,76085,11260
Vivo,Vivo V21,2020,63088,7226
Nokia,Nokia 5.4,2024,96791,63605
Nokia,Nokia 7.2,2020,43104,5242
Samsung,Galaxy S21,2019,123576,12034
Vivo,Vivo V20,2023,124197,55179
Oppo,Oppo F19,2018,93219,4779
Samsung,Galaxy S21,2022,38034,8584
Xiaomi,Mi 10,2020,57848,5081
OnePlus,OnePlus 9,2020,73972,8112
Apple,iPhone 13,2020,121988,14212
Oppo,Oppo F19,2019,55314,5226
Realme,Realme 8,2022,110678,34130
Motorola,Moto G71,2019,48889,2324
Nokia,Nokia G20,2020,119800,16645
Vivo,Vivo V21,2022,40041,9813
Realme,Realme 8,2022,107557,31217
Xiaomi,Redmi Note 11,2021,109153,19494
Oppo,Oppo A53,2020,106691,14495
Nokia,Nokia 5.4,2024,53899,36509
Samsung,Galaxy S20,2020,70055,11973
Nokia,Nokia G20,2020,120257,14879
Vivo,Vivo X60,2019,31034,2249
Oppo,Oppo F21,2024,54082,38801
Motorola,Moto G60,2019,92505,7288
Xiaomi,Mi 10,2018,58993,1439
Apple,iPhone 13,2018,115412,5436
Motorola,Moto E40,2021,109318,21890
Xiaomi,Mi 11X,2024,82177,57470
Xiaomi,Mi 10,2022,89665,26342
Samsung,Galaxy S20,2024,126822,86911
Motorola,Moto G71,2021,42390,11542
OnePlus,OnePlus Nord,2018,94851,3389
Xiaomi,Redmi Note 10,2023,81958,37555
Motorola,Moto G60,2021,116035,22020
Xiaomi,Mi 11X,2024,42398,30621
Realme,Realme GT,2022,64401,16531
OnePlus,OnePlus 10R,2024,114324,73711
Apple,iPhone 13,2018,85728,2433
Apple,iPhone 13,2022,92184,27520
Xiaomi,Redmi Note 10,2023,26079,10727
Apple,iPhone 12,2024,107499,69629
Apple,iPhone 14,2021,114066,20745
Realme,Realme Narzo 50,2019,80160,6749
Realme,Realme GT,2020,101488,12346
Realme,Realme Narzo 50,2018,53388,5244
Realme,Realme 8,2024,79659,56035
Apple,iPhone 11,2022,124565,35181
Vivo,Vivo V21,2018,37039,2835
OnePlus,OnePlus 10R,2023,125930,59628
Xiaomi,Mi 11X,2019,109316,8760
Vivo,Vivo V20,2020,60158,10084
Motorola,Moto Edge 20,2023,120139,51206
Realme,Realme 9,2018,74899,1713
Oppo,Oppo A53,2024,19584,14258
Motorola,Moto E40,2019,105657,7121
Nokia,Nokia 7.2,2023,105532,47159
Nokia,Nokia 5.4,2018,88694,4172
Xiaomi,Mi 11X,2023,33140,15903
Vivo,Vivo Y20,2018,89964,7927
OnePlus,OnePlus 8,2021,89365,17531
OnePlus,OnePlus 8,2022,88277,23656
Realme,Realme 8,2018,120689,7206
Realme,Realme GT,2020,46841,7509
OnePlus,OnePlus 10R,2020,111263,15286
Realme,Realme Narzo 50,2022,58142,18538
Realme,Realme 9,2019,14815,577
Apple,iPhone 14,2018,35026,3435
Xiaomi,Redmi Note 11,2022,59158,20854
Oppo,Oppo F21,2018,19079,-785
Oppo,Oppo Reno 6,2018,82766,4048
Apple,iPhone 12,2022,49122,13329
Samsung,Galaxy S21,2019,74227,6041
Apple,iPhone 11,2018,116469,10095
Xiaomi,Redmi Note 10,2018,109936,9130
OnePlus,OnePlus 10R,2022,109812,34321
Motorola,Moto Edge 20,2018,17878,809
Nokia,Nokia 6.2,2020,44068,8007
Nokia,Nokia G20,2019,16144,4172
Motorola,Moto E40,2021,85747,18775
Vivo,Vivo V21,2022,98629,29473
OnePlus,OnePlus 8,2018,68346,5744
Realme,Realme Narzo 50,2018,7479,3094
Samsung,Galaxy S20,2024,28341,21215
Samsung,Galaxy S22,2019,82618,7401
Nokia,Nokia 7.2,2019,60950,7045
Nokia,Nokia 7.2,2018,42916,1482
Xiaomi,Redmi Note 11,2022,60391,17659
Oppo,Oppo Reno 6,2021,105166,21958
Samsung,Galaxy S22,2021,125729,26611
Xiaomi,Redmi Note 11,2020,124187,19180
Samsung,Galaxy S21,2023,80785,35855
Vivo,Vivo V20,2024,69674,46811
OnePlus,OnePlus Nord,2024,40418,28584
OnePlus,OnePlus 8,2022,42892,15907
Nokia,Nokia 5.4,2020,129729,20179
Xiaomi,Mi 11X,2019,117342,10368
Apple,iPhone 13,2018,65734,1748
Samsung,Galaxy S21,2018,109349,8158
Apple,iPhone 13,2021,122698,27150
Apple,iPhone 11,2023,49622,22322
Nokia,Nokia G20,2018,109463,4490
Samsung,Galaxy S21,2024,106653,73570
Samsung,Galaxy S20,2022,40960,11022
OnePlus,OnePlus 9,2023,113770,50278
Xiaomi,Redmi Note 11,2021,68442,14238
Oppo,Oppo F19,2020,56951,7804
OnePlus,OnePlus 9,2021,40636,7602
Vivo,Vivo X60,2019,125268,9532
Xiaomi,Mi 11X,2022,34822,11703
Oppo,Oppo F19,2019,112876,8954
Nokia,Nokia 7.2,2019,92215,9169
Nokia,Nokia 7.2,2019,62524,4456
Oppo,Oppo F21,2020,42800,5563
Samsung,Galaxy S20,2023,114037,52471
Realme,Realme 8,2021,118488,24869
Nokia,Nokia 7.2,2022,86143,23364
Samsung,Galaxy S22,2024,82178,57261
Xiaomi,Mi 11X,2022,89418,25623
Motorola,Moto Edge 20,2023,125101,53409
OnePlus,OnePlus 9,2023,90342,43410
Oppo,Oppo Reno 6,2021,99573,17719
Realme,Realme 8,2022,80324,26142
Vivo,Vivo V21,2019,83488,8232
Oppo,Oppo Reno 6,2021,65324,11417
Xiaomi,Redmi Note 11,2020,57720,10022
Xiaomi,Redmi Note 11,2020,25029,5287
Vivo,Vivo Y20,2021,64517,10332
OnePlus,OnePlus 8,2024,88442,61309
OnePlus,OnePlus 10R,2020,118012,15728
Apple,iPhone 13,2019,43628,3369
Motorola,Moto G71,2023,108244,51643
Motorola,Moto E40,2022,33915,9388
Xiaomi,Redmi Note 10,2019,14056,-428
Motorola,Moto Edge 20,2024,81338,55779
Samsung,Galaxy S22,2019,98774,7714
Nokia,Nokia G20,2019,47648,1357
Vivo,Vivo V20,2019,41352,5189
Xiaomi,Mi 10,2018,85219,2315
Nokia,Nokia G20,2022,88119,23845
Xiaomi,Mi 11X,2019,89638,10965
Nokia,Nokia 6.2,2022,118392,36644
Motorola,Moto Edge 20,2024,10984,7504
Nokia,Nokia 7.2,2018,35538,552
Samsung,Galaxy A52,2018,22558,-1105
Oppo,Oppo F21,2019,31932,3798
Nokia,Nokia 6.2,2023,59457,27066
Motorola,Moto G60,2023,15793,6694
Nokia,Nokia 6.2,2021,111140,21534
Xiaomi,Mi 10,2024,44790,30349
Vivo,Vivo Y20,2024,42486,27677
Apple,iPhone 13,2018,35969,5080
Xiaomi,Mi 11X,2021,45595,11060
Oppo,Oppo F19,2022,23390,8133
Oppo,Oppo F21,2023,68134,31933
Xiaomi,Redmi Note 10,2023,110992,47423
Motorola,Moto G60,2024,97448,67225
Realme,Realme Narzo 50,2021,22720,3840
Realme,Realme 8,2023,113589,48167
Oppo,Oppo F19,2021,85297,17297
Samsung,Galaxy S22,2021,17632,3295
Samsung,Galaxy S22,2020,9321,3420
Realme,Realme 9,2024,124868,85150
Realme,Realme 9,2021,13590,2996
Apple,iPhone 14,2020,128339,17004
Samsung,Galaxy A52,2021,89084,18843
Vivo,Vivo V21,2019,26899,5172
Apple,iPhone 13,2023,94821,44022
Oppo,Oppo Reno 6,2018,80080,2627
Motorola,Moto E40,2022,62021,20482
Motorola,Moto G60,2018,11988,1886
Samsung,Galaxy S20,2019,83643,5572
Nokia,Nokia 6.2,2024,109029,74693
OnePlus,OnePlus Nord,2024,85682,56728
Apple,iPhone 13,2024,78048,55156
OnePlus,OnePlus 8,2021,80553,16110
Oppo,Oppo Reno 6,2018,26737,4500
Realme,Realme Narzo 50,2022,123167,38425
OnePlus,OnePlus 8,2022,32000,10296
Apple,iPhone 11,2024,21382,12123
OnePlus,OnePlus 10R,2021,74621,14666
Oppo,Oppo Reno 6,2018,127851,5269
Nokia,Nokia 7.2,2022,80166,22993
Nokia,Nokia G20,2022,72841,24396
OnePlus,OnePlus Nord,2018,44340,4625
Xiaomi,Mi 11X,2021,42518,8973
Realme,Realme 9,2022,32295,10061
Motorola,Moto G71,2021,77240,17236
Nokia,Nokia 5.4,2019,45909,1445
Realme,Realme 8,2019,129550,10558
OnePlus,OnePlus 10R,2020,47123,5980
Nokia,Nokia 7.2,2020,127225,20239
Samsung,Galaxy S22,2021,27763,7535
Oppo,Oppo F21,2022,13738,4903
Samsung,Galaxy S22,2024,110540,74382
Apple,iPhone 11,2022,54613,15101
Motorola,Moto G71,2022,127407,37165
Nokia,Nokia 6.2,2018,121220,6511
Apple,iPhone 12,2022,79976,21311
Apple,iPhone 11,2020,39929,6516
Vivo,Vivo Y20,2018,65322,1751
Realme,Realme 9,2023,75484,33999
Realme,Realme GT,2021,119292,23688
Oppo,Oppo F21,2024,110594,73137
Xiaomi,Redmi Note 10,2018,78683,5316
Realme,Realme Narzo 50,2019,120160,8859
Nokia,Nokia 7.2,2023,74477,33144
Realme,Realme 8,2019,49134,3691
Samsung,Galaxy A52,2020,80081,11849
Samsung,Galaxy A52,2024,42494,30688
Samsung,Galaxy A52,2022,93361,30287
Vivo,Vivo V21,2019,49555,3430
Oppo,Oppo Reno 6,2020,109431,16280
Motorola,Moto G71,2023,63546,27455
Xiaomi,Mi 10,2022,72104,19223
Oppo,Oppo F21,2020,82584,11418
Oppo,Oppo F21,2018,89628,4461
Realme,Realme Narzo 50,2024,102801,70419
Motorola,Moto Edge 20,2019,18635,3616
Vivo,Vivo X60,2021,53874,9146
Vivo,Vivo V21,2022,28232,5745
Xiaomi,Redmi Note 10,2021,94440,18961
OnePlus,OnePlus 10R,2023,21228,10502
Xiaomi,Mi 11X,2019,88099,9685
Apple,iPhone 13,2020,20109,3202
Motorola,Moto Edge 20,2019,119976,8502
Motorola,Moto G60,2023,99323,42624
Realme,Realme GT,2024,52392,32681
Vivo,Vivo Y20,2021,52430,12748
OnePlus,OnePlus 9,2024,11210,9342
Realme,Realme GT,2024,100614,67350
Oppo,Oppo F21,2024,99045,68429
OnePlus,OnePlus 10R,2024,40225,24755
Oppo,Oppo A53,2022,98707,28264
Nokia,Nokia 5.4,2023,102322,44739
Motorola,Moto E40,2020,94863,11570
Xiaomi,Redmi Note 10,2024,13003,6793
Vivo,Vivo X60,2018,26510,-91
Apple,iPhone 14,2022,69180,21890
Realme,Realme GT,2021,84485,19680
Xiaomi,Redmi Note 10,2024,102190,65624
Nokia,Nokia G20,2019,38822,3696
Oppo,Oppo F21,2019,94084,9617
Xiaomi,Mi 10,2024,80267,56806
Samsung,Galaxy S22,2020,72673,8413
OnePlus,OnePlus 10R,2024,77134,54367
Oppo,Oppo F21,2021,69935,11505
Vivo,Vivo X60,2022,79356,24522
Apple,iPhone 14,2018,21884,1591
Vivo,Vivo V21,2024,45255,28206
OnePlus,OnePlus 10R,2022,66289,21309
Apple,iPhone 13,2019,10813,3037
Nokia,Nokia G20,2021,72668,14350
Xiaomi,Redmi Note 10,2018,34955,-84
Nokia,Nokia 6.2,2024,70828,48730
Nokia,Nokia 5.4,2024,71346,49050
Realme,Realme 9,2018,33117,656
Xiaomi,Mi 11X,2024,40968,25869
Xiaomi,Redmi Note 11,2020,55756,10105
Realme,Realme 9,2023,35725,13593
OnePlus,OnePlus 9,2018,24462,-293
Oppo,Oppo F21,2024,30934,22153
Motorola,Moto Edge 20,2021,39266,7116
Samsung,Galaxy A52,2020,10540,979
Oppo,Oppo Reno 6,2018,33965,1644
Vivo,Vivo V21,2021,49483,9971
Apple,iPhone 14,2018,59252,2169
Oppo,Oppo F19,2022,62420,15935
Nokia,Nokia G20,2020,70121,6529
Xiaomi,Mi 10,2023,37158,17090
Nokia,Nokia G20,2018,38235,2442
Nokia,Nokia 6.2,2021,30367,8620
OnePlus,OnePlus 10R,2021,13379,678
Oppo,Oppo F19,2022,17955,5478
Oppo,Oppo Reno 6,2023,104070,48659
Vivo,Vivo X60,2019,27657,3214
OnePlus,OnePlus 8,2024,81625,52927
Oppo,Oppo Reno 6,2020,22601,2061
Samsung,Galaxy A52,2024,39262,25122
Vivo,Vivo X60,2020,52580,5047
Oppo,Oppo Reno 6,2018,17075,1239
Oppo,Oppo Reno 6,2021,76649,14848
Vivo,Vivo Y20,2024,82801,54327
Nokia,Nokia G20,2019,44809,4786
OnePlus,OnePlus 10R,2021,27148,3768
Apple,iPhone 11,2024,87522,57852
Nokia,Nokia 6.2,2024,109759,75927
Motorola,Moto E40,2021,52880,9500
Realme,Realme Narzo 50,2019,105165,7199
Xiaomi,Mi 11X,2023,36343,16058
Nokia,Nokia 6.2,2018,91642,3026
Realme,Realme GT,2024,13789,11675
Xiaomi,Redmi Note 11,2023,81883,34283
Oppo,Oppo F21,2020,28591,965
Nokia,Nokia 7.2,2018,107813,5666
Realme,Realme 8,2024,95311,60970
Realme,Realme 8,2020,31648,3088
Samsung,Galaxy S21,2020,30300,3495
Samsung,Galaxy A52,2020,58789,7592
Motorola,Moto G71,2024,89830,61009
Apple,iPhone 14,2019,44170,1556
Realme,Realme 8,2019,11768,3442
Apple,iPhone 14,2019,53799,4495
Nokia,Nokia G20,2021,24227,3062
Motorola,Moto Edge 20,2019,48558,2670
Apple,iPhone 11,2019,93418,7093
Xiaomi,Mi 11X,2022,41991,12477
Xiaomi,Mi 10,2023,27363,14788
Nokia,Nokia 7.2,2020,37126,3791
Realme,Realme GT,2023,64565,29215
Realme,Realme 8,2022,118796,36355
Vivo,Vivo X60,2024,67896,43188
Realme,Realme GT,2020,8462,-845
OnePlus,OnePlus 10R,2020,66262,8838
Motorola,Moto G71,2019,41593,2879
OnePlus,OnePlus 8,2019,63308,5671
Nokia,Nokia G20,2021,76541,13027
Apple,iPhone 11,2020,106822,17408
Realme,Realme 8,2021,79206,15891
Apple,iPhone 12,2023,57610,25205
Vivo,Vivo V21,2023,62464,30999
Oppo,Oppo F21,2019,99097,11827
Xiaomi,Mi 11X,2021,55018,12834
Motorola,Moto E40,2024,59022,37302
Samsung,Galaxy S22,2021,49089,11715
Nokia,Nokia 7.2,2023,71830,32664
Apple,iPhone 13,2018,115522,9184
Xiaomi,Mi 10,2019,7440,153
Motorola,Moto E40,2023,31873,13181
Vivo,Vivo Y20,2018,37100,4926
Oppo,Oppo Reno 6,2020,129548,18422
Nokia,Nokia 6.2,2018,66377,3092
Xiaomi,Mi 10,2021,117187,26427
Samsung,Galaxy S22,2024,105271,69062
Motorola,Moto Edge 20,2022,121102,35582
Motorola,Moto E40,2019,106083,12383
Motorola,Moto Edge 20,2019,40247,3440
Oppo,Oppo F21,2021,85054,15843
Samsung,Galaxy S20,2024,126225,84220
Vivo,Vivo X60,2024,77266,54703
Realme,Realme 8,2019,95665,9369
Nokia,Nokia 6.2,2023,85903,37900
Vivo,Vivo V21,2019,80898,6243
Nokia,Nokia 6.2,2021,41773,10927
OnePlus,OnePlus Nord,2020,107138,12249
Vivo,Vivo X60,2023,94542,40181
OnePlus,OnePlus Nord,2019,24336,-547
Vivo,Vivo Y20,2019,87987,10016
Motorola,Moto Edge 20,2022,10280,3081
Apple,iPhone 11,2024,126674,83171
Vivo,Vivo Y20,2023,20701,8443
Oppo,Oppo F21,2022,51142,16728
Apple,iPhone 11,2018,66233,3374
Motorola,Moto G71,2024,42459,25491
Realme,Realme GT,2024,57825,38144
Motorola,Moto G71,2018,21629,764
OnePlus,OnePlus 8,2022,18511,6966
Oppo,Oppo A53,2023,87587,36710
Xiaomi,Redmi Note 10,2021,97229,16697
Motorola,Moto E40,2022,46621,14741
Apple,iPhone 14,2023,14418,6781
Samsung,Galaxy S22,2019,114005,12323
Motorola,Moto Edge 20,2020,40897,3372
OnePlus,OnePlus 8,2018,124981,7686
Vivo,Vivo X60,2022,56969,14241
OnePlus,OnePlus Nord,2023,43803,21696
Oppo,Oppo A53,2024,36886,24494
Realme,Realme Narzo 50,2023,112033,47825
Realme,Realme 9,2024,41952,27919
Realme,Realme Narzo 50,2020,47251,8776
Nokia,Nokia G20,2022,9001,1627
Samsung,Galaxy S22,2023,56168,25365
Vivo,Vivo V20,2022,44204,16194
Motorola,Moto G71,2022,64856,21820
Vivo,Vivo Y20,2019,89574,8657
Oppo,Oppo F21,2024,101851,67242
Xiaomi,Mi 11X,2018,10494,2597
Vivo,Vivo X60,2019,129346,10781
Vivo,Vivo X60,2022,16806,2128
Vivo,Vivo V21,2021,65849,11917
Vivo,Vivo Y20,2021,43728,10260
Motorola,Moto G71,2024,16515,9956
Xiaomi,Mi 10,2019,97505,6568
Motorola,Moto E40,2022,68761,22278
Vivo,Vivo V21,2023,22221,9592
Vivo,Vivo X60,2023,56242,22609
Xiaomi,Mi 10,2021,123297,22614
Samsung,Galaxy S20,2018,21217,1815
Oppo,Oppo Reno 6,2021,20221,6840
OnePlus,OnePlus 8,2021,105871,20589
Xiaomi,Redmi Note 11,2020,83176,12704
Realme,Realme 9,2019,47337,3089
Realme,Realme Narzo 50,2018,27354,151
Realme,Realme 9,2021,115266,25206
Vivo,Vivo V20,2022,100665,28749
OnePlus,OnePlus 8,2018,72989,3768
Samsung,Galaxy A52,2019,64133,3609
OnePlus,OnePlus Nord,2018,13078,2755
Apple,iPhone 13,2021,117019,22604
Vivo,Vivo V21,2019,22353,912
Samsung,Galaxy S22,2021,42263,11487
Realme,Realme GT,2023,72839,33881
Vivo,Vivo V20,2021,10928,-105
